"a" "b" "sigma2"
0.010298883996944 0.988049240702228 0.0223616422235258
-0.000827526837495599 0.987275305980795 0.0230267565328238
-0.0060077450493014 0.998489527042749 0.0231898487524111
0.00637675787348508 0.991366638205317 0.0259695900808116
-0.00349868124588589 0.990145093707784 0.0244716719465965
0.00143259540157811 0.98766274332919 0.0222885883961331
-0.010594626134577 0.975619674608122 0.0211118191563467
-0.00617437732957248 0.991059825422175 0.0211652279526728
-0.011712151177902 0.989972505497869 0.0215623260331411
-0.000356058904735612 0.993962527254256 0.0209123710472133
-0.00020378191418857 0.976100447154494 0.0214142319780249
0.00938106789935347 0.990203358960771 0.0214401414514207
0.00198833386152168 0.985143623067867 0.0225337160133342
-3.76308648343594e-05 0.989096860531491 0.0251878086158347
-0.00828070582375535 0.989235025456792 0.0230100042296386
0.00669249929346895 0.983726621415118 0.0226378556615128
-0.00209197832911372 0.977525708823201 0.0220911220256709
0.0029406893102279 0.997230780819471 0.0227565456218157
-0.00141227887474179 0.980223707383853 0.0223588291233955
0.000550058870741495 0.996014366704579 0.023874691437657
-0.00465202163088765 0.985716682959821 0.021510817197308
0.000424166884414538 0.983666370843431 0.0216873905957848
8.18259286863586e-05 0.992784992680852 0.0222614926465632
-0.00755826304789117 0.977764052888933 0.0232101256129581
-0.00796777746580368 0.997298699938416 0.0223560193489954
-0.00555773976722232 0.99230367113457 0.0233018649104976
0.00503288241553243 0.980319107448547 0.02344438117836
0.00365450772108752 0.991972073559939 0.0236277805156726
-0.00649264341170307 0.98522826275579 0.0256073942203679
0.00630495832028268 0.988168437999609 0.0231839114336317
-0.00827012790573773 0.986619590105297 0.0227285857765598
-0.00928059236360133 0.98624084369979 0.0245257824500173
0.0155877019257401 0.988745241118768 0.023593916912439
-0.014811398356282 0.981567886182161 0.0241834607754132
-0.00282721889168019 0.982994963025653 0.0245550668151807
0.0127132796584931 0.994573646580865 0.023693989049461
0.0132015075773506 0.99595789301916 0.0238479361233634
-0.0145659813061972 0.977926600503841 0.0231009542501302
0.0132136561428627 0.988531985492057 0.0252940090697141
0.00540092721556856 0.981467120857148 0.025022969616914
0.00435361551690599 0.988451251455222 0.0232468417459416
-0.00709175285064249 0.990526016124671 0.0238486953526609
0.0105942219052954 0.987112180079505 0.0223597465924695
-0.00147043111973754 0.988989192808585 0.0231331156691181
0.00282333728329506 0.983181229664752 0.0226485237673398
-0.00381250713809179 0.990353801401727 0.023021415468694
0.00280259909611894 0.988550496318196 0.0220251977813454
0.00280259909611894 0.988550496318196 0.0220251977813454
0.00523707199670946 0.978965745136036 0.0215391650530774
0.0057139290112258 0.99903560936574 0.0227160438271764
0.00278735388418651 0.982962203841213 0.022390025735848
-0.00328219007637865 0.981447443154127 0.0249012007927684
-0.015450713651688 0.982110670837062 0.0241882892065897
-0.00880646542222905 0.992668982241893 0.0249222706128797
0.0104293447536954 0.979573151802656 0.0212086804378271
-0.00438528640306448 1.00380154359586 0.0234916795458401
0.0103165073207348 0.983275904756368 0.021641491419118
0.00463439406644759 0.980953784676854 0.0215002130606286
-0.000665776582563682 0.988017456993762 0.0217578664169636
0.00199744135230293 0.990782111736566 0.0226673304384741
-0.00512493452259021 0.986076466656242 0.022797168658411
-0.000790759230126989 0.992276415928996 0.0238044115800212
-0.00128848053545906 0.991778754615674 0.0224080511457898
-0.0098743092217202 0.990499253145044 0.0218635116295806
0.00415512203914831 0.985630882811 0.0218639633160335
0.000806790473402863 0.992114163816064 0.0254713177635911
0.00544982139087081 0.994746787138327 0.0240418037958367
0.00970021205155912 0.995855934842961 0.0247725096170717
-0.00874901071332406 0.986382146797046 0.0238922043430885
-0.00364552560134339 0.983799957433807 0.0231662438748664
0.00162595218929809 0.998144327667486 0.0236878539001323
0.00728260168416492 0.978945649127334 0.0212925563673158
0.00205712695697695 0.99107440646499 0.0242627438798247
0.000382235826919665 0.987677413207382 0.0213736507091733
-0.0142470596632569 0.993908946186492 0.024786198119741
0.0108731590379304 0.988876076720723 0.0230622171555102
-0.00918417638285527 0.987154982812017 0.0223247227326124
-0.00951946459432787 0.987411352336257 0.0212405184554736
0.0026682563952225 0.988046846366479 0.0256324963299291
-0.00216359580016122 0.981238873315535 0.0240836044129185
-0.00189672791090104 0.98372084256149 0.0226014399614808
-0.00281558347263956 0.993563108500606 0.0250033666888416
0.000420636785212835 0.986977171443961 0.0219162356576885
-0.00311053183424376 0.992265022893746 0.0253782389162836
-0.000730205405901505 0.990216764639943 0.0212276584606754
0.00146863888107488 0.982255821991291 0.0224328553615236
-0.0175511954505744 0.989164653801401 0.0255358733318386
-0.0170063077403194 0.984440994165857 0.0255037047428023
-0.00844151185865277 0.986476835000975 0.0199631417662587
-0.000139787763121502 0.992385881021938 0.0210664541043843
0.0107234398359572 0.993935656184019 0.0209012187866625
0.00107586879532786 0.991487660297863 0.0229166162447575
0.00218574389782086 0.983033128481217 0.0222469466290268
0.000367116988040429 0.991469794760166 0.02324624265576
0.00466977891153318 0.986897406602925 0.0237623404988365
-0.0131198402157443 0.999111316811185 0.0231994943466711
-0.00238307803547109 0.994083840414869 0.0231221900139128
0.00178756189637785 0.983969004154932 0.023222988380623
-0.000408398659838807 0.983944548711941 0.0237955279888501
-0.00197918954770424 0.987162202761695 0.0237896636858149
0.00194787238716299 0.985334521245908 0.0242130492832479
-0.00328182689352169 0.991682111249234 0.0234562536612195
0.00424168857156617 0.989260072980119 0.0211116713530645
-0.0035411482970608 0.986291747103513 0.0247011506492255
0.0104616782932101 0.993464196205349 0.0234197433474479
-0.00207058795073553 0.995651492607668 0.0245850929930333
0.00310131920499909 0.982971791488341 0.0228921749511761
-0.00366205318061583 0.985733597240786 0.0215689224500657
-0.000666293051009839 0.985731041543662 0.0240763579579467
0.00402223055903987 0.983295194418094 0.0237368945550085
0.00485376014472454 0.997527236666775 0.0221006238292043
-0.00340812940522473 0.973854402695183 0.0223503718807058
-0.00461905194861324 0.981211604426365 0.022486224595565
0.0104160772361574 0.987597130898386 0.023135095677307
-0.0110761729669248 0.990411451464265 0.02373038684294
-0.00364819828486948 0.982489963945262 0.0221628134522658
-0.00023876319429365 0.995377701716815 0.0234825439484857
0.00319564681080088 0.999938215751449 0.0234908595099639
0.00147054166219118 0.988923639871407 0.0223119532683079
0.00476997043676777 0.991632153658198 0.0237210663017686
0.00846310039018769 1.00229559609882 0.0206937528787146
0.00495624031408509 1.00487866531326 0.0213902669670607
-0.00190867095811479 0.98524269210993 0.0275144207144596
-0.00452336836516139 0.990720474179478 0.0248076987230542
-0.00373509373326092 0.99702693820327 0.0235615998043268
-0.000550742575481695 0.996969445092912 0.0226384042256166
0.00189810001154482 0.991803067603597 0.0233001913082578
-0.00666301199717473 1.00031735137298 0.0254047856474746
0.00218865679203375 0.998416780098408 0.0246552931573001
-0.00909387062351265 0.99378784255133 0.0246298282647553
0.0102831351355285 0.975678162960165 0.0215243523122098
0.00681062723264818 0.985898535117622 0.0213926639687707
-0.00297585503471018 0.996874512721823 0.0240550856902674
-0.00212484929734216 0.988013152117522 0.0243827624985445
0.00140073024245488 0.991958908286678 0.0249989788416476
-0.00512180713502044 0.987990232259931 0.0204092713737505
0.00565496863891643 0.998228913568493 0.0210055786516795
-0.00781270910976613 0.980899544207247 0.0249513149679517
-0.0074336113153112 0.989454193688971 0.0237980644163621
-0.00869657821268422 0.988882282458596 0.0236497829575108
0.0074571952194339 0.989619121614137 0.0238980624318804
-0.0057873071067966 0.990912134082311 0.0225785846183095
-0.000319468458760514 0.976495906511662 0.0229806729457109
0.00147763026424228 0.988395953591198 0.0221169992364493
0.00435471050253069 0.982598642794881 0.0203079958397075
-0.00694942326311139 0.991934865493967 0.0239897008582459
0.00563559572010985 0.980999608845079 0.0208541773455076
0.000141902991403168 0.987957184399158 0.0240546852631772
-0.00161460457032414 0.984673411819386 0.0227331420703511
0.00140938267366746 0.990701791152954 0.0217588091375311
-0.00386533993809826 0.986162352002372 0.0224558130766849
0.00442571766300331 0.993158731836453 0.0233980915469981
-0.00445816700390394 0.994178069881617 0.0221321265027327
0.00784377311658487 0.985660321181684 0.0229915244849237
-0.00548319117565035 0.994393310544122 0.0219834821669323
-0.0078556531013817 0.99205899929351 0.0214439660777883
0.00861880303662984 0.981579278332294 0.021472946727288
0.00356088539259218 0.983135570465098 0.0207545489153126
-0.00494200470365934 0.992952260724334 0.0242394436597523
-0.000585976698930176 0.98409683671042 0.0218614329923735
6.9675848479926e-06 0.988307185989261 0.0216004016998484
-0.00432794600164203 0.991776585675435 0.0215318598283129
0.00261451425396597 0.993299047492537 0.022446847466567
-0.0016915318997437 0.984567352914313 0.0222876477746235
-0.000214665392928672 0.996289292497803 0.024776375380965
0.00985464981402666 0.987590182308872 0.0230613242777696
-0.00105613503145745 0.986519622192749 0.0223367854789528
-0.00525981903056746 0.98397471002134 0.0209131882187768
-0.00414853200873885 0.985096914507146 0.0209674017820573
0.00446626600427565 0.989717684647841 0.0230351106260867
0.00766128159152093 0.990149505080595 0.0249899781880721
-0.00844841961769048 0.992717617885284 0.0215035008136875
0.00462816508455041 0.984287508966551 0.023962140106784
0.00560452092968246 0.980906528836586 0.0244214926415298
-0.00350942169795473 0.99989568177523 0.0212484561899421
-0.00492271073025714 0.997845032599652 0.0235951772546236
0.00484388742703485 0.992288425551745 0.0219186012071236
-0.00249708170390433 0.989896322771958 0.0246463326078719
0.000402224755495804 0.98203117503971 0.0229106744919151
-0.0013950058561581 0.986374244321161 0.0227271623885678
-0.0076521311477633 0.98625924612131 0.0240604407338864
0.00631628679825565 0.990766623207881 0.0238600863280053
-0.0010907432414238 0.993905977787549 0.0242154375260657
0.00114020040447282 0.982684963014994 0.0243693204124228
-0.00392986854271564 0.981822229873553 0.0214882480415228
0.00529340042615571 0.998075077478422 0.0221534047057202
0.00831933416714066 0.98822035242207 0.0228171182669357
0.000653756168338679 1.0000093844797 0.021567399550274
-0.00274169015159929 0.997233326254908 0.0215495878701634
-0.0060335360805658 0.99451971764802 0.0231515252999967
-0.00577025062731454 0.995004650791703 0.0259734976974154
0.00041541634942405 0.998360106763071 0.025478887650336
0.000328063679560082 0.996566424085778 0.0252063636212971
-0.00834421174749541 0.983794472661893 0.0216029144665953
-0.00642986668347378 0.983824581950904 0.0224202354822922
0.00578298925456946 0.989174563513922 0.0230421730088338
-0.00139947174277083 0.984370274508177 0.0251299023160126
0.00215724514737956 0.988370419698288 0.0227125144119024
0.00762815387685755 0.980802031966229 0.0227992919789531
-0.004565769452821 1.00206334291718 0.0229738184825609
0.00656410539218491 0.975262165192542 0.0229017778508433
0.0063183814587803 0.985692383588316 0.0221106542757097
-0.00805771841287741 0.995095653830658 0.0227281580170499
0.0116557073489969 0.981034813609383 0.0240977444750884
-0.0123244886889071 0.997622197318235 0.0231951850795027
0.00945841485694044 0.983170040591548 0.0211708030435044
-0.0102872961601071 0.99506979749959 0.0226498207603439
-0.000673342195889203 0.987556813042337 0.0209923868209683
-0.00113351313422809 0.989999870111023 0.0207149798197187
0.00155065643589007 1.00191516458214 0.0214074254080651
-0.0066218816227718 0.98445304352669 0.021089309003054
-0.00496902717177604 0.984966865385746 0.0210709151888045
-0.000873391416311184 0.998824538359763 0.0216174193610611
0.00756940137049612 0.999587112226329 0.0217628109993567
-8.48541179564264e-06 0.994498854986136 0.0228758149560505
-0.00193892374126912 0.994092065936423 0.0228113946258281
-0.00947732028679679 0.995035613966626 0.0235694706996999
0.00489403013335405 0.982378411166002 0.0228672092515113
0.00223408822390259 1.00523630393796 0.0227474062507443
0.00191806266006047 1.00115189358405 0.0240325878657492
-0.00143323997781407 0.987613866417329 0.0231564151288409
-0.00248778705240718 0.994627367179423 0.0240419283275464
0.00612681442563916 0.988687442603972 0.0248823067659239
-0.00447547625488878 0.990276997335926 0.0213116257058347
0.00442054654485706 0.98312001485172 0.0234224203121337
0.0046651074967202 0.98919476746432 0.0216701957288681
-0.00446405544021357 0.990657130192094 0.0234285799316976
0.00337988915302646 0.985942771081984 0.0248143712442916
0.00378015379156532 0.987078485572844 0.0248095785451744
-0.00489062369471266 0.994261137484982 0.0211105194454753
0.00317950024833484 1.0007613503249 0.0208286345215753
0.00222486299219102 0.984737823754174 0.0207433844254247
0.00473745712020076 0.988023392965519 0.023173598389805
0.00139563181084468 0.987918711510394 0.0248735568777525
0.0015445246315648 0.988897997164486 0.0248054196820162
-0.00888392889673434 0.994847164450434 0.0223204021486648
-0.0113404327318004 0.995760832316967 0.0213970927524237
-0.00535245342057401 0.993160768583071 0.0222263147125242
0.00104455706155114 0.997002826624417 0.0223784362470346
-0.00851447353892057 0.986292302729037 0.0223926128566368
0.00579366346640676 0.994881273906723 0.0215646285985763
-0.00167313773658229 0.975046747663662 0.0201067633505112
-0.00174346545565216 0.988302239360915 0.0228291181016677
0.00161720084173295 0.988528841396718 0.0230067566527371
-0.00184215844595754 0.989564525857222 0.0233763762618388
-0.00200999378932867 0.989574789575747 0.0241050077254549
-0.00452174146244673 0.99184816798623 0.020582574255426
-0.00727604195029572 0.980585805503952 0.0218505884048766
0.00336401711550411 1.00577100806442 0.0238543278448708
0.00539018443177229 0.990810637731441 0.0240760558011004
0.000153547863389006 0.991878136020062 0.0236835375856027
-0.00785155276706226 0.991617751701589 0.0225274228986051
-0.000243520514027627 0.990284565903504 0.0228364796295484
-0.000243520514027627 0.990284565903504 0.0228364796295484
-0.00136800021758125 0.989840497394313 0.0221660153616122
-0.0064229694422764 0.989928924347061 0.0241530601855398
-0.00189156286903051 0.987888855784424 0.0210895547230759
0.00417002157032789 0.982963585338603 0.0243893267645428
0.0091777823331428 0.985674239833461 0.0244701963277527
0.0092634516912287 0.985932433920079 0.023620995518201
-0.0110541763669464 0.978292697725595 0.023416724143651
-0.00325322357708831 0.991011639296931 0.0233957576275112
-0.00389057859599237 0.982949873579843 0.0233435265027849
-0.00319252938309673 0.985189420875439 0.024630196180131
0.00698342861544974 0.989616713798599 0.023442528448314
0.00843165104752627 0.989182663550663 0.0228355020397259
-0.0038119989827723 0.987323573429147 0.0230509339919255
0.000263001278138874 0.98887429892702 0.0239339434382178
-0.00187800542182846 0.989732356703919 0.0216067088413603
-0.00187800542182846 0.989732356703919 0.0216067088413603
-0.00187800542182846 0.989732356703919 0.0216067088413603
-0.00354882245687356 0.990188160146745 0.0196399316660172
0.00436401593069666 0.986393285150809 0.023934886448756
-0.00385871102534603 0.98974217868669 0.0233696893540812
-0.0098115138319024 0.984041266019923 0.0225463478288697
-0.00485520486094025 0.983075225679375 0.0205290667789207
0.0055679973387536 0.99347214746156 0.0224327180953543
-0.0119367185727097 0.98934617823267 0.0205395943623317
-0.0104124092426855 0.98822710394627 0.020887724320319
0.0092287215790885 0.983041229335259 0.0204132990519175
-0.00440301226207531 0.980951944571337 0.0222280847211038
-0.00623046288068072 1.00013368778831 0.0239448409955487
0.0156820497103898 0.995286240480578 0.0250885935935335
-0.00108797313443185 0.981519353515228 0.0223317262431073
-0.00210972198194959 0.98398940241755 0.0240108079518571
-0.0018610293172137 0.985360679475985 0.0237467589544614
0.000395883065286117 0.984311201924715 0.0224154516993388
-0.000787752737440807 0.982157937150562 0.0219771391332522
-0.00203793353376067 0.983436677943844 0.0232212535237469
0.00166745924106112 0.99043650044377 0.0245410926518067
-0.00136184164654727 0.983035663494389 0.0253625947054328
-0.00483684878001255 0.977043105700529 0.0236389812087456
-0.0124622919028319 0.974116172909926 0.0240992924050652
0.012667696441912 0.999313344584467 0.0215362362309524
-0.00273950990593193 0.97445551344403 0.0238112653435712
0.0110175627167765 0.978373730049618 0.0217375941099039
-0.00749135188495656 0.983672566840237 0.0236089536174111
-0.00158101449739563 0.988667907376504 0.021937954255786
0.0018050315610208 0.991623985561832 0.0220572030681824
-0.0061931442839973 0.976304790493578 0.0269593780543023
0.00458367485130143 0.990671992551882 0.0268556774083408
0.0127895389466221 0.984562993472843 0.0228406675624394
-0.000593074585264215 0.977585124371078 0.0242297075458408
0.00125908610830009 0.996797662143045 0.0222048933330121
0.000229499250756979 0.994987826996517 0.0224154903241695
0.000964014019776986 0.981909351297151 0.0219610338491851
-0.00298643187526336 0.994362028137554 0.0228809148203466
0.00296895518743306 0.983110458249031 0.0231506870968835
0.000781092700299205 0.995277574071916 0.0238308964447302
-0.00781434442891543 0.985191451128527 0.0239629040171195
0.00278906922091293 0.995515098098313 0.0245613149881932
0.00264972023022799 0.987742387804336 0.022905704443805
0.00668781831163006 0.991711444276838 0.0236788542847363
-0.000220268347249441 0.985972089215424 0.0225090310459282
0.00206344069555797 0.989822185752626 0.0222636876355555
0.00206344069555797 0.989822185752626 0.0222636876355555
-0.00433141290619949 0.990938735750479 0.0225334067988063
0.00393639253360396 0.987986228850802 0.0218465765165614
-0.000884082183160183 0.990761540521477 0.0226728613431796
-0.000111407958729523 0.986210088209841 0.0225100097708039
-0.00134089771884425 0.987783456118624 0.0216495903174127
0.00322647976966897 0.997389174525344 0.0213054905991617
0.0020847911552188 0.977407783132503 0.0228339992505474
-0.00442684881399276 0.986207895019463 0.0231168042248665
-0.00568611617371829 0.989668763955837 0.0233293887987659
0.0026342275779312 1.00607008210985 0.0244230067254491
-0.00471629557083465 0.996893489060692 0.0226913026008831
0.00367611325580244 0.980064451942787 0.0216193923847441
0.00489002744614688 0.981442485010154 0.0212663178355123
-0.0050893165367524 0.984403173354484 0.0232408326228055
-0.00302337165317908 0.988957895382856 0.0225901820594922
0.00595847813099599 0.988859574601172 0.0226311632442358
0.00388896237357205 0.986424904908128 0.0227040380917294
0.00343146404931165 0.992028770118502 0.0209631891044735
-0.00533140741555709 0.991765224022767 0.0237759042508849
0.00456213398665388 0.980830956633803 0.0215135942433442
0.00595500751390803 0.987759054621195 0.0217713410598976
0.00504486806571737 0.990273474493843 0.0208737939446388
0.0033603501744756 0.989387720648292 0.0220260340119896
0.00616221512596365 0.98274122985945 0.0238107258240042
0.0051204729943047 0.97824703532918 0.023768646557437
0.00115115710182937 0.979810057606772 0.0227600844270609
0.00310208452417735 0.989545317283223 0.0211148481302044
-0.00739285580485113 0.991088377387198 0.0249538979389256
0.00434702238903 0.988271508271043 0.0211800658008461
-0.00558262901644009 0.99204314915878 0.0222871397178791
0.00581451374938702 0.989616325825358 0.0203578720952079
-0.00636972190619648 0.9899541715862 0.024791494103356
-0.00542418091913296 0.996502045638556 0.0247100531824695
-0.00836257743663962 0.988834049279212 0.0238972973629969
0.00990635205800815 0.990370330377344 0.0243890608824365
0.00349406023730615 0.983884742771648 0.0236695649768081
0.0013030999463847 0.988179366342389 0.0238084049175961
-0.00769934068361205 0.989601597892728 0.0232573987177765
0.00798595366315454 0.98601621880145 0.022683949922387
-0.00643834944706061 0.985736903805536 0.0242119650438016
0.00270238978287537 0.99491073018211 0.0216455150960055
-0.00251916957700997 0.983526204311341 0.0201312187791124
0.00193505964403381 0.993385636744875 0.0216425967159287
0.00516984625172838 0.989571732237257 0.0221701429376698
0.000401555382427801 0.994627197744435 0.0233045780953794
0.00560831851214302 0.984940419804776 0.0211639410805662
-0.00494242700501197 0.983124804726259 0.0204434067814469
-0.00616528608697892 0.984319920595277 0.0214244270566599
0.00350048851500717 0.979738732328869 0.0216751882159756
-0.00129880412799135 0.995462944081318 0.022303608121507
-9.30937288788139e-05 0.979536346117652 0.0223785140847232
-0.0013277862667535 0.984902826891173 0.0235264095788698
0.000247985932972457 0.996050820333845 0.0245512643725535
-0.00324728373283206 0.98240181874292 0.0218146783996198
-0.00816422466525479 0.986794649828869 0.0204291124221327
0.00411266299057249 0.998129092057481 0.0223317535005967
0.0047832153376984 0.988731747368175 0.0234915302235292
-0.0126327270450547 0.993756853391458 0.0233149981968233
0.0102566674063069 0.984454534511983 0.0213990829706209
0.00352994111107614 0.987544351711321 0.0210929105859345
-0.0088455211592102 0.98262642056064 0.0228443384163567
-0.00216212154652116 0.979390313211114 0.0207292647754563
0.00591165704238144 0.994660001908262 0.0252776637636539
0.00753218471703112 0.990160357345992 0.0252209221498038
-0.00797019464897659 0.985148107668909 0.0215000674633988
0.00155973609895293 0.979449662738885 0.0213602445294443
-0.00184973681307951 0.976799316398112 0.0213806168014789
0.0145949871936647 0.983989120313106 0.0225661349348631
-0.00459796102603859 0.993387142737625 0.0237781961321645
-0.00412607835435475 0.98646712613535 0.0240877977771386
0.0029435634544218 0.992154876778463 0.0228191439411382
-0.00748127986498614 0.993039971972616 0.0233230054332053
0.00397205110783928 0.988304517061886 0.0234021053471775
-0.00157942538705269 0.986654275293522 0.0229172564348286
0.00265129664779252 0.991241727058698 0.0216550509805959
0.000153582914343643 0.992774186245519 0.0222222059775472
-0.00193311093983455 0.981334271238937 0.0213772950272948
0.0018791142416672 0.998775244974568 0.0221705493708979
-0.00981827442309268 0.990963572093772 0.0224705197842913
0.00130820868641448 0.997162222286581 0.0216270170775241
0.00110108285885749 0.997543805339333 0.0224873696318456
-0.00289935206402179 0.981504407399634 0.0239118604750326
0.0121081106616575 0.981370095196195 0.0257044509698075
