"a" "b" "c" "sigma2"
-0.128979410209467 0.991124259290839 0.126949178502551 0.0115578858751542
-0.129002584184761 0.989763177544081 0.126355197550874 0.0103256219609722
-0.118275827072834 0.989259885333406 0.117281821863899 0.0103810087374862
-0.114806049143811 0.989924498442891 0.118085516036118 0.0107276077551182
-0.11326579957405 0.982442817086773 0.113545556487243 0.0111163985233072
-0.121853930626209 0.987747831567298 0.123358952910523 0.0103954445041796
-0.112474316270018 0.988934371673544 0.116312148427732 0.0110260433104758
-0.109218153278292 0.984930392390093 0.116669352059625 0.0110275636295611
-0.122405525735236 0.995676516431671 0.119688360020009 0.010414722646361
-0.134733830067501 0.983215771935558 0.128206664453671 0.0104010737311437
-0.127822726026057 0.99538218894216 0.123976186804567 0.0117265720036316
-0.120968363280754 0.990317688307518 0.120114806730543 0.0103144877690903
-0.121865302555905 0.994629213733647 0.120496723656163 0.0107635622632146
-0.120349458427599 0.988384464370502 0.122507426904922 0.0110553413884762
-0.127057687771382 0.989660055876856 0.117070864685363 0.0103511676073906
-0.112673704472975 0.990015861810416 0.123305586046285 0.0104129373861178
-0.126808425532824 0.989130837497602 0.11793924940526 0.0104461477597467
-0.125662802247137 0.986582362324431 0.117198751612744 0.0104158178536585
-0.123050818421988 0.987111074535706 0.120996690219545 0.0109613755580535
-0.123487362668609 0.98536212798901 0.123375521351414 0.0109499718744547
-0.124106411802381 0.98820904084667 0.124243650656277 0.0113805779766042
-0.125195586872862 0.981053530333782 0.12252486115324 0.0113235130879504
-0.107498870055513 0.994882671494507 0.117248192099452 0.010740188444421
-0.115766092408774 0.988554747857587 0.115866418153642 0.011194454425927
-0.128508978551498 0.989721546607591 0.126184792204306 0.0104267095501744
-0.113833825079484 0.991175885159961 0.117988389224842 0.0111810238786684
-0.127010847201492 0.986028879971297 0.125121183067993 0.010332670803125
-0.130643909876216 0.980998337993102 0.120971307494476 0.0104611085957757
-0.119158780610613 0.992241441151902 0.124036396337869 0.00975313269399079
-0.110829633157499 0.985000476362125 0.111346548924145 0.0103130811997505
-0.108332171685676 0.984172649207567 0.112743463354782 0.0102443424805807
-0.119375898138085 0.996035806727816 0.122413805377677 0.0113459544065325
-0.11951543010899 0.985443712586234 0.1179013491533 0.011123479137703
-0.117190472090702 0.988808400392303 0.122646662603221 0.0109886657263862
-0.117685285169676 0.989719202705358 0.115204349665409 0.0114320858087785
-0.124395254445913 0.989149152110885 0.122045564101314 0.0106811600664109
-0.122096536376265 0.988123231777249 0.121117738631131 0.0111749434687626
-0.119493098865341 0.995048115688515 0.122823368490738 0.0105721243442378
-0.124956260407622 0.986208970122261 0.121654166756956 0.0100430276946729
-0.110338807479232 0.986234827941444 0.116044961636537 0.0116714391150686
-0.116064777419363 0.978315865790883 0.117573595353123 0.0115285324982273
-0.12260398402845 0.996761535064549 0.125524023729277 0.0105020384144523
-0.12492946396174 0.994473628849524 0.120418386958708 0.0112848595047756
-0.118623981980614 0.991236421939331 0.123454754736302 0.0115131292582191
-0.125637933366028 0.988284889446469 0.120786050608876 0.0111107445868558
-0.127177784254831 0.988168590558528 0.121400810428065 0.0110413789032705
-0.119622520469 0.990570960442462 0.121814669810952 0.0104900101781197
-0.123316778825403 0.988951065915609 0.121116503949705 0.0103051184413068
-0.120895128692796 0.988728277474468 0.120867618118906 0.0118523798933384
-0.120845319179771 0.990515711279108 0.122582476337058 0.0122201688930316
-0.118515080007483 0.997037388667635 0.118404152417526 0.0112001983737117
-0.123131765170591 0.990109604383952 0.125643067490221 0.011140159490959
-0.125489150901297 0.992473369999626 0.125123235132948 0.0105297890816254
-0.113936948420772 0.994513532532405 0.11634475664214 0.0106924626593752
-0.125160997313586 0.984320537407047 0.129364783177908 0.0113278100327803
-0.120484416043375 0.987430022032265 0.127048585072077 0.0113919837233697
-0.117689063528852 0.984432682870962 0.116950053916851 0.0106856186292153
-0.118137645553752 0.989704853640757 0.122603365818855 0.0111842984671212
-0.116970487198016 0.987890429127773 0.114627066999323 0.0103575142583193
-0.12891936498958 0.987960940160514 0.126814033979891 0.0110186025692106
-0.115718778626023 0.992860421570651 0.118152614135433 0.0111060944767942
-0.114759597809644 0.992969010442212 0.114327955876209 0.0115383366608771
-0.113970968400739 0.985955605601572 0.120232386327181 0.0112368167580696
-0.122299476785065 0.984168210935012 0.117611965153343 0.011619207261825
-0.118415455041027 0.988229870349654 0.123870510043408 0.0119622243561571
-0.129026742274045 0.990019127443802 0.122741398958827 0.0108726071179851
-0.127591068301142 0.990757813115567 0.125223126466147 0.0108357598729291
-0.129889468577045 0.99553319289834 0.126512897025451 0.0112578609255331
-0.124080858259786 0.990636438431733 0.123723944789269 0.0113586718647684
-0.116698770366267 0.988923483982758 0.120250890736107 0.0103184056969006
-0.11990319263211 0.989930805246926 0.122090230181331 0.0107893394150514
-0.116595185805452 0.988555114131053 0.119320683964354 0.0105339014968748
-0.128704468824252 0.991725388268407 0.130251319731737 0.0116722079741486
-0.130649248750157 0.991907228792141 0.125248637783521 0.0121159781962146
-0.113067712489427 0.990771123889139 0.11799934309184 0.0107742603701275
-0.121667815101926 0.984819304149334 0.119940393757117 0.0103293342953995
-0.1217156306035 0.983612463249285 0.1178694032097 0.0103422851105147
-0.126614122337286 0.994852808584463 0.126759563596215 0.00998823153397997
-0.12984604203669 0.993149968091497 0.126392856103212 0.0101319325743181
-0.116069566321499 0.993732901268427 0.110732526415429 0.0122420237593621
-0.123970635277722 0.987559226877208 0.114591608039925 0.0102882894127298
-0.115083242752726 0.981296579280806 0.126332991554344 0.0104604816783427
-0.116776666378566 0.983632169513199 0.128313852660376 0.0104660962923662
-0.123689924182867 0.997710308325595 0.124533809073831 0.0118530522402047
-0.118674592164155 0.98333305562717 0.116841425789613 0.0113917928345546
-0.127454989544005 0.986657868964432 0.127811909572985 0.0112153837949508
-0.127928658583821 0.986598979613303 0.123925553552831 0.0111247614531107
-0.111879751867832 0.995092870842672 0.11456323354163 0.0110856072312079
-0.112775550256586 0.997344944094557 0.110289351997931 0.0108950889100016
-0.131751693030738 0.985067668652946 0.124251835617747 0.011588319012794
-0.11908379282075 0.997383380325494 0.124941766212348 0.011135658647679
-0.12112389014262 0.998867703868115 0.120816893733141 0.0112340664328737
-0.122558644311913 0.985671999205641 0.127899357888916 0.00998732025866754
-0.124140166811069 0.994783376790488 0.118649241468757 0.0105575310931668
-0.129160402325447 0.984788613857796 0.127612201172093 0.0107639543094822
-0.129161352442905 0.985905783343599 0.131564240446264 0.0107181484270621
-0.105600492428886 0.989728106227135 0.115298268365666 0.0110456882420571
-0.125952204657213 0.990275374043704 0.128205609037981 0.0111852607541608
-0.117585353050267 0.987620742473886 0.115563699967905 0.0104073290897905
-0.119383077185065 0.992122872916444 0.114929821909483 0.0100953082994576
-0.119575684502509 0.987262649415446 0.119578556832114 0.0104612768476576
-0.121474848562 0.992585533295228 0.122987991037167 0.0114599129031826
-0.121786632750483 0.989486109686519 0.119373809058502 0.0108754061675325
-0.120914831404211 0.98587753582078 0.122181244256057 0.0109452838954091
-0.113226480150259 0.990335494885284 0.11255464100585 0.0112015844573616
-0.107683217535101 0.986223729421915 0.111736785694191 0.0113977401464855
-0.128143111237937 0.984510103110067 0.126287099972203 0.0118780991722974
-0.114110885389644 0.987028616033577 0.11904951971839 0.00992496943411299
-0.119739598782462 0.98135599926341 0.118643632959005 0.00981516326630026
-0.115196879515782 0.987711688671022 0.11902188094245 0.0104574073286605
-0.120150512444878 0.992219195576133 0.120852546128935 0.0113861797749741
-0.115049232583725 0.986207587024037 0.11527130327592 0.0110652048652047
-0.139049925158213 0.992447306240258 0.129807283898976 0.0100754388589626
-0.130484915648931 0.986702487315324 0.132459347794747 0.0103117172819834
-0.133297498338274 0.991474595413868 0.124929151407272 0.010705850395258
-0.126141861087175 0.994616813639173 0.124185190565949 0.0108192533881227
-0.133622585053408 0.985959169879855 0.131527920172295 0.0100363886358563
-0.130023327705391 0.989800608686172 0.127771376011241 0.0104616370982718
-0.12605476559946 0.990258227574537 0.116902619592071 0.0108396320450372
-0.122627403121786 0.997436634198194 0.119853711767765 0.0109002366813037
-0.137742754852806 0.983542604882774 0.129744696605642 0.0114318376225039
-0.138295407799734 0.98369080720968 0.13075301476463 0.0115029523980042
-0.13309926370195 0.987757251559874 0.125804757508908 0.0120866610013288
-0.125268860073977 0.988172152401524 0.12699418383108 0.0115972692586509
-0.12057866547885 0.991962408284884 0.125360780802801 0.0103473810405718
-0.125002263091884 0.986831996869156 0.123838865952885 0.0101207286197582
-0.12223088378514 0.987939175094663 0.12227318838275 0.010378336250207
-0.128709198136796 0.988325257766734 0.125571079840477 0.0116002421388264
-0.12079436153216 0.995371287915683 0.123584424688816 0.0123732168095167
-0.122258075230009 0.986725772108475 0.117893900164404 0.0101005883918802
-0.116521068404929 0.994292211133266 0.12176982875483 0.0106949345890971
-0.118636426764636 0.988686954079785 0.11908505542236 0.0105525149323728
-0.115710704249945 0.991171128121958 0.12268832929686 0.010195293279442
-0.118838066727181 0.992032609947085 0.116582950354765 0.0103393532716579
-0.115206549297218 0.988433123576965 0.11981424017174 0.010227674241521
-0.119891890046454 0.98939727426394 0.115982603073767 0.0101131625073746
-0.125796936713425 0.989576326871409 0.128088224762183 0.0105337894263222
-0.114032840437187 0.989072986680632 0.116308704398864 0.011070920424475
-0.115502907660601 0.993932960518486 0.118901826211831 0.0112702901211638
-0.127657324045484 0.996213747280328 0.125789334812169 0.0103974487085434
-0.124090812079435 0.991829771404101 0.124417617866075 0.0106327534458295
-0.125555050748436 0.990657153186585 0.123373599727542 0.0111713902737671
-0.129733057297376 0.989630948225131 0.126896269512813 0.0107831790012683
-0.120097649574065 0.98992545729443 0.122425850514831 0.0108333115096325
-0.116903132524955 0.993885716796955 0.124068731341904 0.0110647297368482
-0.12082210692409 0.989912144535986 0.122327957223308 0.0108838222243678
-0.117574604973546 0.987709521701361 0.120892596964372 0.00994227465514783
-0.124148039011983 0.993791659705918 0.12518737925668 0.011912367993769
-0.123692155623895 0.994607311806451 0.123128375454467 0.0114967846079297
-0.117233031665012 0.979507370375952 0.119428311998556 0.0117456549270164
-0.113107563043111 1.00299070837602 0.119979472285622 0.0104212921993077
-0.117821961478971 0.993369891654534 0.114140547429233 0.0111883665876471
-0.115042190562959 0.993858081469142 0.119102423744014 0.0110595349742347
-0.119636629350731 0.984468252799818 0.122465634573824 0.010390976603327
-0.119352680351504 0.99260100732057 0.121359652601796 0.0112485231440461
-0.124562310854254 0.983395423860251 0.12389677443342 0.0101112476251456
-0.116473178776018 0.982915506535555 0.111651955828474 0.0122998220305681
-0.111305965934146 0.991398730493685 0.113702430355792 0.0118029948922651
-0.111496572710529 0.988768328790989 0.109622871082814 0.0119765938129459
-0.114047759005592 0.990486218446906 0.118678192868225 0.0117834766864662
-0.111040393383483 0.99159820000832 0.11438068605175 0.0114804168932347
-0.110753989467349 0.989668906536838 0.111620654869487 0.0113904825565366
-0.109811968526681 0.990571738006238 0.114007651077732 0.0112420416996237
-0.110884775390193 0.990270526632965 0.112622775361563 0.0111808642736406
-0.133138703004776 0.991955730296197 0.131325767820865 0.0108369910059174
-0.135668252895065 0.991743307693678 0.131983810741349 0.0107660200808515
-0.139660807684587 0.989837165634722 0.124017939430037 0.0109986135592455
-0.134176545617839 0.993136921621547 0.130111822140601 0.0107733755639715
-0.107982235232302 0.981527748695456 0.113904485005632 0.0103520190033624
-0.128394866088847 0.99771880175029 0.119163097581175 0.0105813997271122
-0.127713385898731 0.996725288737481 0.12004845593615 0.0105466479058916
-0.115518489402392 0.992504620310289 0.12168121390687 0.0112568548109118
-0.123652127028588 0.985923731458985 0.122252185752478 0.010922646777866
-0.121046253685613 0.98685636367115 0.123413124606219 0.0110057812147297
-0.117117979848666 0.987078836533413 0.120423067304144 0.0107224982525302
-0.117936679148881 0.991727016022544 0.116086501256612 0.0114254141868709
-0.132144182361489 0.986328098954738 0.123067962933651 0.0104785080948041
-0.119832582481881 0.991639758776218 0.114810189788369 0.0116414466074949
-0.119917997274457 0.992390871921533 0.125313264492988 0.0112712028672878
-0.11809480091417 0.986442422947459 0.113394773800327 0.0115320611546922
-0.124394556838334 0.982939702227431 0.127792475905126 0.0102306906322346
-0.132325676566727 0.983690416478783 0.118514440221191 0.00998215152192537
-0.115859513652417 0.996786805683127 0.116036724077122 0.012516244394318
-0.109900692963085 0.984023273234087 0.117161186976891 0.0111298815409643
-0.110945499399239 0.983813417955742 0.119259767918474 0.010867894311667
-0.127575025233928 0.996328446875 0.122964897804789 0.0115407628048794
-0.121308821682768 0.983335455644944 0.120640008616772 0.0112068876954598
-0.124217778970844 0.999264476659168 0.123315581641686 0.0116284439114969
-0.130410898063222 0.989009577781651 0.129088834881578 0.0116435440239647
-0.114341097684941 0.990858564094597 0.113550488515242 0.0101080081141781
-0.106957143389779 0.989926644007952 0.111972774978115 0.0105577899055685
-0.129565223236073 0.988504815302847 0.124532851471082 0.0111161720213728
-0.135509853623474 0.98174242713971 0.128382302446654 0.0114892037452132
-0.112196200914851 0.998038481897571 0.108176813958008 0.0102590445531485
-0.115178550623415 0.989856390814642 0.120281623801672 0.0106256791931424
-0.125582282563029 0.993479624789274 0.125181304171203 0.0111622694301533
-0.11737173142499 0.996543521677432 0.118528325864464 0.0112908751389127
-0.127718097147572 0.986137676028622 0.127270904372085 0.0102181296441709
-0.113001074290224 0.986479969761556 0.116164451775688 0.0103285603042605
-0.123644134745563 0.9924630322778 0.122969517591963 0.0102020948646251
-0.128269196133687 0.997105944140764 0.125718284035076 0.00993465473585453
-0.128825757095852 0.991728124001358 0.124692997907042 0.0103657464632082
-0.128733912367495 0.996755630707641 0.1275234417473 0.0100264683204894
-0.113270617459832 0.989018834845183 0.117985299038413 0.0102469259234338
-0.11039983896865 0.991403439841829 0.116085318020501 0.0111172737155796
-0.115338703985877 0.990668296031373 0.118914983695058 0.011101469888215
-0.104401582840734 0.987524786467126 0.111460662539415 0.0112977912730586
-0.128471020217557 0.990144946181394 0.129915358181602 0.0116238848719842
-0.125609415935539 0.992443890023998 0.121797045824834 0.0113624791944865
-0.125965275498166 0.993523692650248 0.117682825470093 0.0111516154172934
-0.122130096953093 0.98859879501355 0.123561074837447 0.0110305166335935
-0.117766337764633 0.997583847026248 0.11750638641097 0.0102513442078317
-0.124076423491165 0.986947709109783 0.123047046057942 0.0122504749516277
-0.118773267367927 0.99267759558565 0.122048901139702 0.0106642119399135
-0.125542590453569 0.996127137375925 0.121899454282713 0.0105929379963308
-0.114702805055098 0.990157700351603 0.119459311941266 0.0104646851752091
-0.129536981885969 0.993604977747673 0.124359360351533 0.0102720699835534
-0.129921151669903 0.985570040743619 0.123199987064031 0.00976056869870932
-0.124661265550987 0.989912209910351 0.124625654948115 0.0111126279835791
-0.119563850632826 0.987995594154638 0.118834181442928 0.0107621140727701
-0.123146541037107 0.994215720429491 0.122857081399622 0.0111646432750123
-0.114594406668743 0.987237007202159 0.116307735874611 0.0103044295683449
-0.11630967277118 0.989327064709008 0.120845271410903 0.0111249670113303
-0.115898091108492 0.993617029710394 0.115770002493566 0.0110741856900726
-0.120437366253815 0.993021476705094 0.117830774124017 0.0114569595124962
-0.132895506185099 0.989526605261455 0.131781764220593 0.010987760477594
-0.128703865148491 0.989638666338361 0.129075942099868 0.0112714355744653
-0.131547489744096 0.992307891704796 0.130885345973722 0.0116051492817805
-0.13540354660823 0.991706858949231 0.130322092874213 0.0126708034943513
-0.133161645246091 0.989472467859746 0.128315042113055 0.0111963909743478
-0.115562677016014 0.987609121599516 0.119064586661028 0.0111337231169751
-0.117863260837245 0.991891091774594 0.118680111921315 0.0102593264719106
-0.12502937119365 0.986614198479678 0.121944544045335 0.0109608801908054
-0.1256852411496 0.992281730238145 0.125439601688944 0.010924890327799
-0.124224621212901 0.986588054835777 0.12273808583042 0.0105382469724758
-0.129221207485451 0.993996203794594 0.1274540456672 0.0109949357554962
-0.131633664109799 0.988803274879085 0.128832042064233 0.010173170470271
-0.128385144490616 0.986237609452891 0.126836332049374 0.0102448039347064
-0.120272467510162 0.992458972914514 0.120564590326509 0.0104692015460598
-0.121956087548302 0.991896284156028 0.124329638059391 0.0111381580612146
-0.127874763074206 0.987206166647034 0.122627905594264 0.0113660707324937
-0.13871311396342 0.989448985527723 0.131416389103775 0.0115711042815932
-0.131287558239719 0.986091758929015 0.134410830411574 0.0115336416868357
-0.13160894175153 0.986843716951244 0.125286240401738 0.011517504607585
-0.114848710292244 0.998441438773945 0.122429320068919 0.01092539698502
-0.11311247221903 0.980453555854068 0.114963332187634 0.0113120767111322
-0.115827987334983 0.982236113254812 0.114956810915128 0.0114846213453164
-0.129932941762818 0.98363718415347 0.130426758642085 0.0104652203112031
-0.121754649424614 0.983739485416404 0.121186352106301 0.0113342505294387
-0.109010812889351 0.988233970546178 0.11272480368044 0.0121193039128365
-0.122025831832464 0.990294524543409 0.118894774300231 0.0113476860861253
-0.118280794593801 0.99047214486626 0.118546403926823 0.0107374740793051
-0.118033710775374 0.989670654294461 0.120589026939462 0.0107445073296804
-0.115768791531823 0.988018850254859 0.12348060835572 0.0107925693169926
-0.128107627699892 0.991719538786768 0.120146488484985 0.0106858827414515
-0.118353828938959 0.990596946600937 0.122578634490825 0.0105209221659607
-0.116595070602697 0.990388985650543 0.119884446834751 0.0104250138386712
